sentence,biological_process,cellular_component,molecular_function
"For example, RNF111/Arkadia is a recently identified STUbL, which couples sumoylation of XPC (xeroderma pigmentosum C) with its nonproteolytic ubiquitylation during UV-induced nucleotide excision repair [[104]].",0.17867429554462433,0.3777494728565216,0.44357621669769287
"Because SIMs have been uncovered in a large number of proteins other than STUbLs, the signaling capacity of SIM/SUMO interactions is likely diverse.",0.9683560729026794,0.02228986658155918,0.009354040026664734
A classic example concerns silencing of neural-specific gene expression in non-neuronal cells by the CoREST1/LSD1/histone deacetylase (HDAC) corepressor complex.,0.4465101361274719,0.4105670750141144,0.14292283356189728
A SIM on CoREST1 mediates the recruitment of this complex to the promoter regions that are preoccupied with SUMO2/3-modified transcription factors or other chromatin-associated proteins [[105]].,0.020504051819443703,0.9721759557723999,0.0073199826292693615
"In this case, an intact CoREST1 SIM is required for stable binding of CoREST1 to the promoters as well as transcriptional repression of target genes.",0.6343973278999329,0.13030081987380981,0.23530186712741852
"Finally, SIMs can act as homing signals that drive client proteins into PML NBs where further PTMs are initiated to orchestrate downstream stress responses (see below) [[28]].",0.9877321720123291,0.00392707297578454,0.008340668864548206
"SUMO proteases
At the termination point of the sumoylation cascade, the modified product is free to exert its newly acquired functions, until another regulated process called desumoylation steps in (Fig.",0.9809096455574036,0.005381044466048479,0.013709276914596558
1).,0.15289363265037537,0.21949467062950134,0.6276116967201233
Desumoylation entails the removal of SUMO residues by a distinct set of catalysts called SENPs.,0.9964756369590759,0.0010601328685879707,0.002464235294610262
"Similar to many other components that we touched upon, SENPs were initially described in S. cerevisiae as ubiquitin-like-specific protease 1 and 2 (ULP1 and ULP2) [[106, 107]].",0.8410802483558655,0.11242460459470749,0.04649519547820091
"The human genome encodes six distinct SENP family members (SENP1, 2, 3, 5, 6, and 7) that act as SUMO erasers [[94]].",0.035533156245946884,0.9583742618560791,0.006092575844377279
"Strikingly, SENP1, SENP2, SENP3, and SENP5 also feature much earlier in the sumoylation cascade as prerequisite processing enzymes for SUMO maturation, where they cleave the C-terminal portion of the small protein to expose a diglycine motif and thereby render it ready for ligation via isopeptide bond formation.",0.11741147190332413,0.45457664132118225,0.4280119240283966
"Similar to the enzymatic attachment cascade, the SENP-mediated desumoylation process is also remarkable in its ability to modulate the modification status of thousands of substrates with a significant degree of specificity despite having few enzymes to work with.",0.9987167119979858,0.000620226317550987,0.000663027458358556
"In addition, a particular SENP family member can display an inherent preference for the detachment of a specific SUMO paralog.",0.06001295894384384,0.7949936985969543,0.14499330520629883
"This implies that interaction with different SENPs can portend different fates for substrates, hinting at the presence of precise regulatory mechanisms controlling SENP activity.",0.9216622114181519,0.009727017022669315,0.06861067563295364
"An insight into how the seemingly promiscuous substrate selectivity of SENPs may be specified came from Jentsch and Psakhye’s group modification concept (see below) [[108, 109]].",0.9203774333000183,0.050401944667100906,0.029220668599009514
"According to this, in eukaryotic cells, particular sumoylation machinery components can remain in association with large groups of protein interactors that frequently constitute functional networks, which enables them to attain target specificity via spatial compartmentalization.",0.6895242929458618,0.01862121745944023,0.29185447096824646
"This concept was recently epitomized in the discovery of SENP6-mediated de-modification of a group of 180 proteins, including those that belong to a CCAN [[84]].",0.9814224243164062,0.00940847396850586,0.009169086813926697
The localization of SENPs to specific subcellular compartments is achieved via intermolecular interactions mediated by their N-terminal regions.,0.9956629872322083,0.0018136200960725546,0.002523341914638877
"For instance, SENP1 is a predominantly nuclear protease due to the presence of an N-terminal nuclear localization signal, the mutation of which results in cytoplasmic accumulation [[110]].",0.21381662786006927,0.2702972888946533,0.5158860683441162
"Similarly, mTOR-mediated phosphorylation of SENP3 N-terminal serine/threonine residues facilitates interaction with NPM1, explaining the nucleolar localization of this protease [[111]].",0.6728461384773254,0.019264550879597664,0.30788934230804443
"Alternative splicing of the SENP2 N terminus produces three variants with differing lengths, each of which has a distinct localization pattern, namely the nucleoplasmic side of the nuclear pore complex, cytoplasm, and the PML NBs [[112-114]].",0.8475325107574463,0.029217882081866264,0.12324967980384827
"Furthermore, the SUMO paralog specificity of the SENP family members may also be conferred by their N-terminal sequences [[115]].",0.3253270983695984,0.15851382911205292,0.5161590576171875
"Multiple SENP family members are known to localize to PML NBs, where they exert their effects by hydrolyzing SUMO proteins on either PML NBs or their client proteins.",0.07215958088636398,0.8973380923271179,0.030502378940582275
"As PML NBs serve as focal points of global sumoylation, the association of SENPs with these structures provides an opportunity for en masse targeting of the nuclear SUMOylome both through PML disruption and client de-modification.",0.3606175184249878,0.17073974013328552,0.4686427712440491
"The SENP2 N-terminal splicing variant SuPr-1 selectively reverses SUMO1 modification of PML, leading to altered localization of both PML and the PML NB clients death domain-associated protein (DAXX) and CREB-binding protein (CBP) [[114]].",0.9791409373283386,0.011561153456568718,0.009297851473093033
"SENP6 and SENP7 are known to target SUMO2/3 polymerization on PML NBs, and their depletion leads to a concomitant increase in both the size and the number of NBs [[116]] [[117, 118]].",0.1253124624490738,0.19457174837589264,0.680115818977356
"At least in the case of SENP6, this increase seems to be accompanied by an accumulation of SUMO2/3-modified substrates within the NBs, indicating that this protease may also be critical for the deconjugation of poly-SUMO chains on PML NB clients [[116]].",0.9522060751914978,0.016111204400658607,0.03168274089694023
"Both through their association with PML NBs and direct activity on numerous transcription factors, SENPs are involved in the regulation of a broad array of genes including proto-oncogenes and tumor suppressors.",0.4402822256088257,0.04920603707432747,0.5105117559432983
"The mechanistic roles played by SENPs in the development of human cancers reflect the importance of sumoylation in oncogenesis [[119, 120]].",0.994045615196228,0.0016909807454794645,0.004263410810381174
"Androgen receptor (AR) is the key oncogenic factor and a pivotal therapeutic target in prostate cancer, and the sumoylation of the AR N-terminal tail leads to the attenuation of its transcription factor activity [[121-123]].",0.5395893454551697,0.10528773814439774,0.3551228940486908
"The Yeh group’s histological studies revealed overexpression of SENP1 in human prostate cancer samples, and subsequent molecular studies by them noted that this leads to the upregulation of cyclin D1 and the enhancement of AR and c-JUN transcriptional activity [[124]].",0.9626166224479675,0.022047681733965874,0.015335704199969769
"Interestingly, the effect of SENP1 on AR was due to the desumoylation of the upstream regulatory factor HDAC1 and not AR itself.",0.5900840163230896,0.11332972347736359,0.296586275100708
Another group proposed the use of urine SENP1 mRNA levels as a biomarker to predict bladder cancer recurrence [[125]].,0.6320452094078064,0.13617707788944244,0.23177774250507355
"Along the same lines, increased SENP1 expression was found to be correlated with higher tumor grade and poor prognosis in both prostate cancer and clear cell renal cell carcinoma [[126, 127]].",0.777091920375824,0.18004266917705536,0.0428653284907341
"However, mouse studies by the Yeh group painted a more nuanced picture, where SENP1 can also play tumor-suppressive roles in prostate cancer by desumoylating phosphatase and tensin homolog and protecting it from poly-ubiquitylation and proteasomal degradation [[128]].",0.9587739706039429,0.025691114366054535,0.01553490199148655
"Cell culture-based experiments by other groups demonstrated that the sumoylated c-MYC oncoprotein levels are sensitive to SENP7 knockdown, and SENP1 can directly bind to c-MYC to desumoylate and stabilize it [[129, 130]].",0.9897608160972595,0.007673352025449276,0.002565819537267089
"Collectively, SENPs play diverse roles in oncogenesis and tumor progression, the exact nature of which depends on the activities of their SUMO-modified substrates.",0.7673792839050293,0.05058645084500313,0.18203423917293549
"Emerging concepts in sumoylation
So far, we have discussed the milestones in the history of the SUMO field (Fig.",0.9937294721603394,0.002606302499771118,0.0036642393097281456
"2), as well as the distinct features that set sumoylation apart from other PTMs, such as paralog diversity and specificity in attachment and detachment, which are catalyzed by a limited set of enzymes.",0.04545341804623604,0.9341100454330444,0.020436501130461693
"Beyond these unique properties, SUMO’s importance in the cell is becoming more and more apparent as we discover novel substrates that are critical for health and disease.",0.23338228464126587,0.0951332300901413,0.6714845299720764
"In our opinion, as we approach the 25th birthday of the SUMO field, the major physiologically and clinically relevant concepts arising from these discoveries are pertaining to SUMO’s roles in regulating epigenetics, cell identity, pathogenic protein stability, as well as its ability to target entire protein complexes with higher-order consequences.",0.8766989707946777,0.01677212119102478,0.10652895271778107
"In the following sections, we discuss this emerging knowledge and the current state of the art regarding the potential of sumoylation as a target process that can be manipulated with therapeutic benefits.",0.752685010433197,0.21467825770378113,0.03263680264353752
"Details are in the caption following the image
Fig.",0.6358500123023987,0.3334110677242279,0.03073892928659916
"2
Open in figure viewer
PowerPoint
Major milestones in the SUMO field.",0.06818225979804993,0.2720544934272766,0.6597632765769958
The seminal discoveries of SMT3 and UBC9 in yeast laid the groundwork for the biochemical and functional characterization of the SUMO pathway.,0.9959766268730164,0.002193425316363573,0.0018299928633496165
"In parallel, the curative effect of As2O3 in APL and the mechanistic basis of this therapy highlighted the clinical potential of SUMO.",0.8775516748428345,0.02548411302268505,0.09696419537067413
Later studies led to the characterization of SUMO as a dynamic and reversible modification that is essential for life.,0.9949222207069397,0.002828200813382864,0.0022495256271213293
"The importance of this PTM is evident not only from its substrate repertoire, which includes key targets such as p53 and histones but also from its regulatory roles in other essential processes, such as ubiquitin-dependent proteasomal degradation.",0.6103565692901611,0.16525323688983917,0.22439022362232208
The protein group sumoylation concept may explain how this reversible PTM wields significant influence over global cellular processes while modifying only a modest fraction of its target pool.,0.9959725737571716,0.0022729956544935703,0.0017544067231938243
Studies aiming to elucidate how SUMO exerts its large- and small-scale effects benefit from the advent of novel methods for the detection and characterization of sumoylation.,0.9966300129890442,0.0013668806059285998,0.0020030527375638485
"Specific inhibitors of the SUMO pathway abolish global sumoylation, which helps us uncover the functional consequences of sumoylation while holding therapeutic promise due to SUMO’s involvement in a multitude of pathogenic processes.",0.9968356490135193,0.0009698537178337574,0.002194436965510249
"En masse sumoylation of protein groups
Both the diversity of SUMO-regulated cellular phenomena and the detrimental consequences of its abrogation clearly state that sumoylation is a fundamentally important PTM for cells.",0.9949486255645752,0.0026791987475007772,0.002372183371335268
"In line with this, the list of SUMO-conjugated substrates is growing rapidly.",0.37265369296073914,0.23169781267642975,0.3956485092639923
"A seemingly counterintuitive observation has been that aside from a few “outlier” targets such as PML and RanGAP1, SUMO modifies a small fraction of most target proteins, especially in unstressed cells.",0.949307382106781,0.03184686228632927,0.018845636397600174
This is most likely due to rapid deconjugation by SENPs shifting the equilibrium to the side of the unmodified form.,0.9900406002998352,0.0044674742966890335,0.005491974763572216
"Despite this, a maximal downstream response can be achieved, whether that be repression of transcription or DNA damage repair.",0.9758599400520325,0.0048721968196332455,0.019267894327640533
"Several models have been proposed to explain this “big, quantitative effect” driven by a “small population”.",0.9959732890129089,0.0023196979891508818,0.001706955605186522
One explanation is the persistence of sumoylation-mediated effects.,0.9820897579193115,0.009465335868299007,0.008444905281066895
"An initial burst of sumoylation may modify a large fraction of a target pool and serve to recruit additional PTMs, such as poly-ubiquitin chains, which remain on the substrate even after the SUMOs are cleaved off.",0.9961678385734558,0.002410701010376215,0.0014214653056114912
"In addition, sumoylation could permanently force-drive and lock the substrate into a functional complex or a subcellular compartment where the protein resides even after deconjugation.",0.9827250838279724,0.0037510122638195753,0.013523905538022518
"Thus, the modification occurs reversibly (which would explain the low detectable levels of sumoylation at a given time), albeit with persistent effects.",0.9978991746902466,0.0008424549014307559,0.0012583154020830989
"Another explanation is that the whole pool of a given substrate may be modified over time, with cumulative downstream effects [[51, 131, 132]].",0.9283210635185242,0.039830200374126434,0.03184867650270462
"Alternatively, the sumoylation machinery may only engage a functionally primed pool of a given protein within a complex.",0.8392295837402344,0.01849374733865261,0.14227667450904846
"An emerging view in the field is that functionally and physically linked proteins may be subjected to sumoylation as a whole group by a topologically connected ligase [[108, 133]].",0.49900028109550476,0.31113800406455994,0.1898616999387741
This observation is fundamentally different from ubiquitylation where a specific E3 ligase modifies an individual protein in a highly restricted and selective manner.,0.9900065660476685,0.00417668791487813,0.005816791206598282
"Processes that require synchronous and concerted action by multiple components in a given assembly, such as DNA damage repair, transcription, and chromatin remodeling, may particularly be affected by sumoylation en masse.",0.9988681077957153,0.0004928416456095874,0.000639109406620264
"In S. cerevisiae, DNA damage triggers the collective and synchronous sumoylation of multiple proteins that mediate DSB repair by homologous recombination (HR) [[109, 134]].",0.9336212873458862,0.027862776070833206,0.03851582854986191
"Yeast harboring mutations in the sumoylation pathway are exclusively sensitive to assaults that induce DSBs, yet abrogating SUMO acceptor sites on individual HR proteins results only in mild phenotypes.",0.9985523819923401,0.000634904601611197,0.0008126270840875804
This suggests that modified proteins in the HR complex act in a concerted action where the effect of the sumoylation of each component adds up synergistically [[108]].,0.7228371500968933,0.030794436112046242,0.2463683933019638
"In this particular example, group sumoylation is mediated by the DNA bound SUMO ligase SIZ2 (of PIAS family) which imposes ‘topological specificity’ on its targets.",0.5935726761817932,0.2292790710926056,0.17714820802211761
"In this model, the complex may further be stabilized by SUMO acting as a glue, holding the components together through intermolecular SUMO-SIM interactions.",0.5837365984916687,0.39418303966522217,0.02208041585981846
"In addition to HR, nucleotide excision repair (NER) also benefits from collective sumoylation of its effector components, which are recruited to UV-induced bulky lesions on DNA [[135]].",0.3054974675178528,0.016959022730588913,0.6775435209274292
"Multiple NER proteins, particularly RAD16, but also RAD1, 3, 4, 7, 10, and others are sumoylated when S. cerevisiae are exposed to UV.",0.004292673896998167,0.9942789077758789,0.001428409363143146
"Thus, DNA DSBs or bulky lesions display a tendency to rapidly transform into hot spots of high sumoylation activity.",0.9268457293510437,0.03567366674542427,0.037480562925338745
"This key feature of sumoylation, that it associates with certain hot spots or hubs, is readily observable at various nuclear sites or assemblies, including damage-induced DNA foci, telomeres, the nucleolus, and PML NBs [[108]].",0.3037806749343872,0.5494957566261292,0.14672353863716125
"According to our current understanding, PML NBs are nucleated mainly in response to cellular oxidative stress and the consequent formation of disulfide linkages between the constituent cysteine-rich PML proteins [[11, 28, 136]].",0.6674368381500244,0.016327422112226486,0.3162357807159424
"Following this nucleation event, PML multimers recruit UBC9 and become sumoylated on three different lysine residues (K65, K160, and K490) [[11, 69]].",0.9973922967910767,0.0012968530645594,0.0013108998537063599
Each PML partner protein carries a SIM that is instrumental in mediating its interactions with SUMO-modified PML.,0.022521046921610832,0.9609383344650269,0.01654069311916828
"The end result of these reciprocal interactions is the recruitment of the partners into the PML NB inner core, where the resident SUMO machinery drives their hyper-sumoylation en masse [[28]].",0.9971941709518433,0.0015320655656978488,0.0012737356591969728
The PML proteins thus serve as redox detectors by self-organizing into NBs in response to natural or pharmacologically induced oxidative stress.,0.9020103812217712,0.07722406834363937,0.020765557885169983
"Consequently, the activity of hundreds of partners can be modulated, including transcription factors or tumor suppressors by these phase-separated, entropically closed structures [[137]].",0.7305957674980164,0.028234170749783516,0.24117007851600647
This phenomenon is perhaps best epitomized by p53 signaling.,0.9963415265083313,0.0020342720672488213,0.0016241940902546048
"p53 and many of its key regulatory enzymes including MDM2, HIPK2, MOZ, and CBP are localized to PML NBs, and p53 is a downstream effector of PML-regulated senescence, in particular upon oncogene assault [[11, 138]].",0.10566651821136475,0.04177487641572952,0.8525586128234863
"In APL, therapy-induced PML NB reformation initiates p53 activation, and a subsequent p53-dependent senescence response drives eradication of leukemic cells [[139]].",0.8846338987350464,0.015403956174850464,0.09996219724416733
This PML/p53/senescence axis is likely finely tuned by the collective and simultaneous modification of p53 and its modulators in situ in PML NBs [[140]].,0.9603226780891418,0.03206227347254753,0.0076150670647621155
"In addition to exerting control over p53 signaling or redox homeostasis, PML NBs are now emerging as a focal point for multiple stress response pathways including hypoxia, DNA damage response, and nutrient stress response, through recruitment of relevant proteins and their functional interactors [[12, 141]].",0.8161101937294006,0.01431176345795393,0.16957804560661316
"This principle of controlling critical signaling molecules by manipulating the formation of PML NBs underlies the rationale of current and potential therapies [[11, 13]].",0.992830216884613,0.0018347235163673759,0.005335061810910702
The sumoylation of PML NB partners in situ is often followed by their degradation following ubiquitylation by RNF4.,0.99774169921875,0.000940266065299511,0.001318141701631248
The druggable nature of NB biogenesis and partner recruitment thus presents with the opportunity to funnel undesired proteins into this PML/SUMO/RNF4 vortex for destruction and clearance from cells.,0.9605839848518372,0.010345639660954475,0.029070325195789337
"NB biogenesis is exquisitely sensitive to oxidants, such as arsenic or nonarsenicals.",0.5350348353385925,0.0186648927628994,0.44630029797554016
"Interferons (IFNs) also promote NB-facilitated sumoylation by inducing PML transcription, by increasing SUMO availability and creating oxidative stress [[142]].",0.9821975231170654,0.00455693481490016,0.013245567679405212
"Indeed, PML-, SUMO-, and RNF4-dependent degradation of the Human T-cell lymphotropic virus type I (HTLV-I) TAX oncoprotein underlies clinical responses to the arsenic/IFN combination in adult T-cell leukemia/lymphoma (ATL) patients [[143-145]].",0.2116362452507019,0.026607202365994453,0.7617564797401428
"All in all, the traditional view of a PTM mediated by a large number of enzymes acting with high substrate selectivity is being revisited after the observation that a small number of sumoylation enzymes impact on a large group of proteins that are linked functionally and topologically.",0.6329178810119629,0.09423643350601196,0.27284571528434753
"Novel tools and mass spectrometry protocols are being developed to catalog such groups that are collectively subjected to sumoylation, either in PML NBs or in other hot spots, especially in response to cell stress or to a given signal [[133, 146]].",0.993081271648407,0.0022627224680036306,0.0046560498885810375
"Considering the complexity of any signaling network, such as that of p53, systems biology approaches may also prove useful in deciphering the impact of sumoylation on the overall system.",0.9734864830970764,0.0052660140208899975,0.021247491240501404
"SUMO as a key designer of epigenetic landscape and a major determinant of pluripotency
Sumoylation in chromatin remodeling
The initial discoveries of SUMO’s roles in isolated intranuclear processes that we discussed in the sections above soon extended to include regulation and oversight of the broader chromatin landscape.",0.5705328583717346,0.045840561389923096,0.3836265206336975
"Aside from modifying isolated transcription factors and proteins that maintain nuclear integrity, SUMO modification can also implement heritable changes in global gene expression patterns through its involvement in chromatin remodeling.",0.9483556747436523,0.008163921535015106,0.043480440974235535
"Many other PTMs such as acetylation, methylation, and phosphorylation have been known to modify specific histone subtypes on determinate sites within their N-terminal tails, which effectively alters transcriptional status by modulating the interactions of these proteins with DNA or remodeling complexes.",0.9191614985466003,0.04638957604765892,0.0344490185379982
"The resultant “histone code”, which proposes to map each modification onto a particular functional outcome, was later found to include sumoylation [[147]].",0.976353108882904,0.006884632166475058,0.016762347891926765
"Based on the initial findings obtained in cell culture experiments, the authors proposed that the H4 histone sumoylation led to transcriptional repression by enabling the recruitment of a HDAC and heterochromatin protein 1 (HP1).",0.9942715167999268,0.002802622737362981,0.002925872104242444
"Almost a decade later, Maison et al.",0.8950493335723877,0.060450419783592224,0.04450032487511635
"[[148, 149]] showed that HP1α itself, one of the three human HP1 paralogs, gets sumoylated as a prerequisite event for its de novo recruitment to pericentric chromatin, with the methyltransferase Suv39h1 acting as a SUMO E3 ligase.",0.0532434806227684,0.08035200834274292,0.8664045929908752
Other studies also corroborated the repressive roles played by SUMO.,0.9951855540275574,0.0027827834710478783,0.0020315921865403652
Work by Shin et al.,0.6632336378097534,0.03934028744697571,0.2974260151386261
"[[150]] demonstrated that SUMO (SMT3) in fission yeast is essential for maintaining heterochromatin stability in regions such as the silent mating-type locus as well as the pericentric heterochromatin, where it acts through the modification of the heterochromatin proteins SWI6 and CLR4.",0.13017386198043823,0.04949882999062538,0.8203274011611938
"Another study in human cell lines showed that sumoylation of the transcription factor SP3 induces the recruitment of SETDB1 and HP1, resulting in histone 3 lysine 9 trimethylation (H3K9Me3) at reporter genes [[151]].",0.9839313626289368,0.009081367403268814,0.0069873156026005745
"H3K9Me3 is one of the most prolific histone modifications associated with silencing, enriched in constitutive heterochromatin, especially in centromeric and telomeric repeats and transposable elements.",0.35146915912628174,0.3605276942253113,0.2880031168460846
Cossec et al.,0.21575553715229034,0.19403474032878876,0.5902097225189209
"recently identified a role for sumoylation in the maintenance of the H3K9Me3 mark in embryonic stem cells [[152, 153]].",0.6712530255317688,0.09318187832832336,0.23556514084339142
"A recent genome-wide study revealed that while SUMO itself is widely distributed over the chromatin, histone promoters, as well as protein biogenesis and tRNA genes, were enriched in active sumoylation markers such as UBC9 and the E3 SUMO ligase PIASy.",0.6861910223960876,0.297726571559906,0.01608232595026493
"The enrichment was particularly prominent in senescent cells, where it downregulated the expression of these genes [[154]].",0.992874026298523,0.0037066172808408737,0.003419318236410618
Active sumoylation thus seems to contribute to permanent repression of gene programs in senescent cells by globally targeting the chromatin at critical loci.,0.995324969291687,0.001505110994912684,0.0031698867678642273
"Nevertheless, SUMO’s roles in governing global chromatin accessibility are likely complex, context-dependent, and extend beyond simply being a repressive mark.",0.16871796548366547,0.042111627757549286,0.7891703844070435
"Using a unique single-molecule Förster/fluorescence resonance energy transfer (FRET) system, Dhall et al.",0.017617695033550262,0.002564183436334133,0.9798181056976318
[[155]] observed how frequently nucleosomes bind one another and for how long a dinucleosome stack could survive.,0.27468550205230713,0.09314606338739395,0.6321684718132019
"The authors suggested that sumoylation of histone 4 at lysine 12 decreased both the formation frequency and lifetime of dinucleosome stacks, leading to diminished chromatin compaction by inhibiting long-range internucleosomal interactions.",0.9925496578216553,0.0025534359738230705,0.004896832630038261
"Another study in cell culture showed that the pharmacological mechanism of HDAC4 inhibition by the chemotherapeutic agent suberoylanilide hydroxamic acid (SAHA) relies on the nuclear localization and sumoylation of this transcription repressing chromatin modifier, eventually leading to its proteasomal degradation [[156]].",0.9941264390945435,0.003074691630899906,0.002798799192532897
Liu et al.,0.1926509439945221,0.10230625420808792,0.705042839050293
[[157]] surveyed the chromatin landscape under nonstress conditions in dividing cells and discovered that SUMO1 localized to the immediately upstream regions of housekeeping genes in a cell cycle-dependent manner.,0.46482184529304504,0.07077109813690186,0.4644070267677307
"SUMO1 on chromatin was associated with transcriptional activity, and its presence correlated with that of H3K4Me3, an epigenetic marker for active transcription.",0.03506005182862282,0.7012130618095398,0.2637268900871277
"Strikingly, the silencing of SUMO1 genes resulted in lower transcription rates on predetermined target regions, implying active involvement of this modification in promoting efficient transcriptional activation.",0.9874721169471741,0.0040849498473107815,0.008442886173725128
Sumoylation and chromatin remodeling both constitute dynamic intracellular response mechanisms that are highly sensitive to extrinsic stressors and therefore proteotoxic stress is a potential convergence point for these two processes.,0.9975075721740723,0.000998340779915452,0.0014940676046535373
A similar survey by Niskanen et al.,0.8748682141304016,0.1143164411187172,0.010815291665494442
[[158]] following heat-shock stimulus revealed enhanced SUMO2/3 localization in the regulatory regions of actively transcribed loci.,0.9975698590278625,0.001268985215574503,0.00116110616363585
"Interestingly, the modification seemed to be involved in suppressing heat-shock protein gene expression.",0.9863598942756653,0.0053480262868106365,0.00829208455979824
Seifert et al.,0.409930557012558,0.14909450709819794,0.44097498059272766
investigated how SUMO2 presence after heat stress affects genome-wide expression patterns and identified inconsistent changes in expression patterns.,0.9580093622207642,0.007272160612046719,0.034718506038188934
"The authors proposed that, rather than directly modulating expression status, SUMO2 modification may serve to stabilize protein complexes that assemble on chromatin in response to stress [[159]].",0.9766088128089905,0.010026553645730019,0.013364664278924465
"Collectively, all of these findings indicate discrepant roles for sumoylation that are paralog specific and variable based on contextual cues such as senescence and stress status.",0.983953058719635,0.004771283827722073,0.011275704018771648
"As extrinsic and intrinsic conditions can profoundly influence chromatin remodeling and SUMO mobilization, the intersection points of these two processes are likely to be compoundingly labile.",0.9978675842285156,0.0012588335666805506,0.0008736549643799663
"Furthermore, long-term inheritable epigenetic changes on chromatin likely involve extensive interactions of SUMO with other dynamic modifications, one finely tuning another over a period of time.",0.9928838014602661,0.004081509076058865,0.0030346533749252558
"This calls for caution when choosing decontextualized cell-based systems to study the roles of sumoylation in epigenetics, especially in disease models.",0.9962177872657776,0.0012178467586636543,0.002564322203397751
"Nevertheless, the picture painted so far is consistent with a model where SUMO is rapidly redistributed along the chromatin template and associated proteins to act as a master response switch under proteotoxic stress conditions in an urgent yet reversible manner.",0.6442337036132812,0.2042735368013382,0.15149272978305817
Alteration of the chromatin landscape via sumoylation appears to be governed in part by the PML NBs.,0.9977184534072876,0.0008167211199179292,0.0014647849602624774
The famous PML NB partner DAXX functions as a histone chaperone and forms a complex with ATRX to regulate the incorporation of histone H3.3 to heterochromatin regions [[160]].,0.07735350728034973,0.7932627201080322,0.12938377261161804
"Interestingly, soluble H3.3 is sequestered into the PML NBs in association with its dimerization partner H4 in a DAXX-dependent manner.",0.2140786349773407,0.39614468812942505,0.38977667689323425
"As such, it is probable that in certain contexts the PML NBs act as master epigenetic regulators by modulating the intranuclear availability of the H3.3-H4 dimer pool [[161]].",0.5671671628952026,0.1322760432958603,0.3005567491054535
"SUMO as a regulator of stemness and cell identity
Epigenetic alterations can influence the process of lineage commitment by manipulating the expression of pleiotropically acting master transcription factors and resulting in heritable changes in the chromatin.",0.9693986773490906,0.003964023664593697,0.026637300848960876
"In this context, SUMO’s roles in stemness and reprogramming have recently come to the limelight.",0.7152146100997925,0.10521943867206573,0.1795659065246582
"Investigation of the global levels of SUMO pathway components revealed markedly different expression patterns in progenitor and stem cells compared to their differentiated counterparts, with multiple groups reporting relatively higher sumoylation levels in the former [[142, 153, 162-167]].",0.9979908466339111,0.0008661408792249858,0.0011430481681600213
"The ectopically expressed classical transcription factors that are used for reprogramming of somatic cells into induced pluripotent stem cells (iPSCs) are themselves subject to sumoylation (c-MYC [[129, 168, 169]], KLF4 [[170]], SOX2 [[171]], OCT4 [[172]].",0.9978098273277283,0.0010562974493950605,0.0011338983895257115
"In UBC9-depleted iPSC, many of these transcription factors display reduced levels, while in mouse embryonic fibroblasts, UBC9 depletion leads to a concomitant decrease in the iPSC generation efficiency [[167]] These results hint at the critical roles played by the sumoylation system in maintaining the stem cell compartment.",0.9319038391113281,0.027396611869335175,0.04069952294230461
"In other contexts, sumoylation appears to promote lineage commitment.",0.9729892015457153,0.012655050493776798,0.014355745166540146
"For instance, evidence from other knockdown studies suggests that SUMO-dependent processes may help conserve cell identity, as SUMO depletion increases the efficiency of reprogramming into pluripotency in specialized cell lines [[153]].",0.9957460761070251,0.0018194068688899279,0.0024345810525119305
"In embryonic stem cells, a similar depletion protocol yields a 2-cell-stage phenotype, ostensibly through a global reduction in the heterochromatin-associated H3K9Me3 modification as discussed above, which could lead to permissive 2-cell-specific gene expression [[153]].",0.9770076274871826,0.008653685450553894,0.014338611625134945
Other SUMO machinery components can also critically control stemness.,0.9542308449745178,0.026779193431138992,0.018989969044923782
PIAS1 is a SUMO E3 ligase that can implement epigenetic changes in specific loci to restrict the differentiation of natural regulatory T cells by recruiting silencing factors such as DNA methyltransferases and HP1 [[173]].,0.06960230320692062,0.5907431244850159,0.3396545350551605
"In mice, PIAS1 was also reported to act as a switch between hematopoietic stem cell (HSC) differentiation and self-renewal by epigenetically silencing the GATA1 transcription factor gene [[174]].",0.6751582622528076,0.24306532740592957,0.08177641034126282
"Introducing another layer of complexity is the recent finding of PIAS1 sumoylation, which compromises its function of suppressing IFN-γ signaling [[175]].",0.9367418885231018,0.009616301394999027,0.05364181846380234
"While PIAS1 inhibition may be strictly compartmentalized within this immune response context, it would be interesting to investigate the potential effects of higher global sumoylation levels on PIAS1 activity and its implications for maintaining pluripotency in stem cells.",0.950018584728241,0.009489944204688072,0.040491458028554916
"While SUMO oversees stemness, pathways that regulate stemness also wield control over sumoylation, possibly implying the presence of delicately balanced feedback loops.",0.9980496168136597,0.0007926920079626143,0.0011575986864045262
"LIN28 acts as a contributing factor for iPSC generation by inhibiting the production of the let-7 family of microRNAs, which negatively regulate pluripotency by targeting stemness factors [[176]].",0.887620747089386,0.024960048496723175,0.08741922676563263
"Let-7 can also impair SUMO availability by targeting the genes for all three paralogs [[142]], suggesting that sumoylation may be a major downstream effector of LIN28 in imposing stemness.",0.7475078105926514,0.037228889763355255,0.21526336669921875
"IFN stimulation leads to decreased let-7 levels, indirectly increasing SUMO levels to mount an innate response to infection.",0.9853922724723816,0.0019662263803184032,0.012641591019928455
"Note that in other contexts, IFNs can also contribute to stemness [[177]].",0.5521096587181091,0.0529448427259922,0.39494556188583374
